imdbid,title,id,year,rating
300556,Timeline,4502,2003,1
342167,Camp,4511,2003,3
365376,A Tale of Two Sisters,2320,2003,3
367174,"Heung joh chow heung yau chow (Turn Left, Turn Right)",5278,2003,3
368667,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,4184,2003,0
328538,Thirteen,2380,2003,3
337909,Calendar Girls,292,2003,3
298814,"Core, The",320,2003,3
317676,House of the Dead,5056,2003,2
338135,"Barbarian Invasions, The",2499,2003,3
323298,"Mother, The",4349,2003,3
300015,I Capture the Castle,1450,2003,3
304415,Mona Lisa Smile,1460,2003,3
305357,Charlie&#39;s Angels: Full Throttle,3263,2003,3
318997,Angels in America,39,2003,3
320691,Underworld,44,2003,3
376263,Tough Luck,2901,2003,0
242653,"Matrix Revolutions, The",59,2003,3
368310,Sunset Story,2564,2003,3
322259,2 Fast 2 Furious,4820,2003,1
309698,Identity,126,2003,1
264395,Basic,5567,2003,3
337711,Rugrats Go Wild,6379,2003,3
286788,What a Girl Wants,7600,2003,1
138524,Intolerable Cruelty,5806,2003,3
364569,Oldboy,4183,2003,1
306734,Le divorce,1997,2003,3
374546,"Spring, Summer, Fall, Winter... and Spring",4938,2003,1
167260,"Lord of the Rings: The Return of the King, The",248,2003,1
263757,Uptown Girls,624,2003,3
324133,Swimming Pool,983,2003,3
388473,Tokyo Godfathers,299,2003,3
351238,Distant Lights (Lichter),2107,2003,3
346336,"Best of Youth, The",1767,2003,3
330859,Scary Godmother: Halloween Spooktakular,3201,2003,3
309593,Final Destination 2,2821,2003,3
303830,Casa de los babys,2844,2003,3
322330,Freaky Friday,1095,2003,3
276919,Dogville,2515,2003,3
181852,Terminator 3: Rise of the Machines,3630,2003,3
338188,"Missing, The",1467,2003,3
306685,Cradle 2 the Grave,4378,2003,1
379363,Malibu Spring Break,4745,2003,3
317740,"Italian Job, The",48,2003,1
314331,Love Actually,779,2003,3
234215,"Matrix Reloaded, The",58,2003,3
339071,Girls Will Be Girls,1514,2003,3
363226,"Blind Swordsman: Zatoichi, The",1527,2003,2
199626,In the Cut,2262,2003,3
315983,House of Sand and Fog,2611,2003,3
316396,Peter Pan,2979,2003,3
266697,Kill Bill: Vol. 1,508,2003,3
285823,Once Upon a Time in Mexico,6626,2003,1
800318,"Cheetah Girls , The",6995,2003,3
274166,Johnny English,6662,2003,1
301777,Robot Stories,6698,2003,3
329679,An Unexpected Love,5825,2003,3
328589,Under the Tuscan Sun,895,2003,3
380726,Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God),1610,2003,2
332379,"School of Rock, The",3421,2003,3
286244,Les triplettes de Belleville,941,2003,3
367859,"Man Who Copied, The",5289,2003,2
165982,Sinbad: Legend of the Seven Seas,958,2003,2
327056,Mystic River,3848,2003,3
319061,Big Fish,2402,2003,1
344604,Apr&egrave;s Vous,3902,2003,3
301470,Jeepers Creepers II,3542,2003,3
335266,Lost In Translation,1041,2003,3
379217,Coffee and Cigarettes,4302,2003,3
309530,Down With Love,1400,2003,3
325710,"Last Samurai, The",1404,2003,0
283426,"Jungle Book 2, The",1061,2003,0
329717,Hollywood Homicide,1073,2003,1
338467,High Roller: The Stu Ungar Story,5419,2003,3
264150,View from the Top,1432,2003,3
307351,Prey for Rock &amp; Roll,2510,2003,3
342492,De gr&oslash;nne slagtere (&#39;Green Butchers&#39;),4723,2003,1
159365,Cold Mountain,1458,2003,3
363589,Elephant,5107,2003,3
257076,S.W.A.T.,41,2003,3
309987,"Dreamers, The",2891,2003,2
266543,Finding Nemo,778,2003,1
311289,Holes,1136,2003,2
287978,Daredevil,2193,2003,0
292506,"Recruit, The",55,2003,1
310778,Bon voyage,4035,2003,3
251127,How to Lose a Guy in 10 Days,1153,2003,3
377094,Moi et mon blanc,4109,2003,1
304377,Mango Kiss,6257,2004,3
346491,Alexander,5920,2004,1
345950,"SpongeBob SquarePants Movie, The",7478,2004,3
318403,"Lion King 1 1/2, The",6077,2004,1
348593,"Door in the Floor, The",6842,2004,1
361696,Raise Your Voice,6150,2004,3
368975,Sleepover,7602,2004,3
384533,She Hate Me,5824,2004,2
367462,Say Yes Quickly,1221,2004,3
316732,Taxi,4486,2004,3
327437,Around the World in 80 Days,1592,2004,1
300051,Jersey Girl,5609,2004,2
363988,Secret Window,4525,2004,1
360845,Notre musique,3040,2004,1
304141,Harry Potter and the Prisoner of  Azkaban,2333,2004,3
377092,Mean Girls,199,2004,3
317198,Bridget Jones: The Edge of Reason,4928,2004,3
377713,Cube Zero,953,2004,3
361862,"Machinist, The",5659,2004,1
338526,Van Helsing,957,2004,3
344510,A Very Long Engagement,1670,2004,3
314498,"Perfect Score, The",5673,2004,3
347149,Hauru no ugoku shiro (Howl's Moving Castle),258,2004,3
368891,National Treasure,5336,2004,2
307453,Shark Tale,4979,2004,1
332375,Saved!,638,2004,3
318627,Resident Evil: Apocalypse,281,2004,3
399412,Nina,4630,2004,3
363547,Dawn of the Dead,3153,2004,3
316654,Spider-Man 2,1731,2004,1
314063,Immortal (Ad Vitam),2080,2004,3
356470,A Cinderella Story,1740,2004,3
363163,Der Untergang (Downfall),1748,2004,3
423866,3-Iron,3557,2004,1
390205,"Spirit of Jeet Kune Do, The",3565,2004,1
371823,"Mickey, Donald, Goofy: The Three Musketeers",1060,2004,2
360201,Wimbledon,342,2004,3
381966,Creep,4696,2004,3
167190,Hellboy,4338,2004,1
388311,Or,1798,2004,3
367000,House of Voices (Saint Ange),4726,2004,3
347048,Head-On,2871,2004,3
375233,Innocence,1461,2004,3
327162,"Stepford Wives, The",1131,2004,3
317705,"Incredibles, The",50,2004,3
414923,Crimes of Fashion,4389,2004,3
332280,"Notebook, The",781,2004,3
416220,Shimotsuma monogatari (Kamikaze Girls),785,2004,3
405159,Million Dollar Baby,1148,2004,3
381668,Tropical Malady,1498,2004,0
390221,Maria Full of Grace,3311,2004,3
345074,Connie and Carla,4059,2004,3
370263,AVP: Alien vs. Predator,2240,2004,3
349903,Ocean's Twelve,475,2004,2
386820,Terkel i knibe,1890,2004,1
343660,50 First Dates,1205,2004,2
327679,Ella Enchanted,853,2004,3
374180,Romasanta,7342,2004,2
440803,Shutter,5952,2004,1
337697,"Prince and Me, The",6700,2004,1
411705,9 Songs,6748,2004,0
419677,Dead Man&#39;s Shoes,7119,2004,1
364045,Taking Lives,6149,2004,2
384369,Before the Fall,7617,2004,1
317042,One Point O,7653,2004,1
298148,Shrek 2,162,2004,3
381348,"Place Promised in Our Early Days, The",3772,2004,1
221637,"Third Society, The",3423,2004,1
349416,Eulogy,4524,2004,3
338139,Iron Jawed Angels,565,2004,3
387658,Bionicle 2: Legends of Metru Nui,5629,2004,0
439491,Caribe,4565,2004,3
338479,Tales From The Crapper,3833,2004,3
332452,Troy,956,2004,1
362227,"Terminal, The",2035,2004,1
339291,Lemony Snicket&#39;s A Series of Unfortunate Events,2047,2004,3
327554,Catwoman,1027,2004,3
379306,A Good Woman,2441,2004,3
353489,Ginger Snaps 2: Unleashed,4292,2004,3
412915,"Librarian: Quest for the Spear, The",5401,2004,3
363282,New York Minute,3198,2004,1
380366,Ae Fond Kiss...,349,2004,2
406649,A Christmas Carol: The Musical,1084,2004,1
212712,2046,3234,2004,3
362004,Palindromes,2503,2004,1
385267,In Good Company,1096,2004,1
375912,Layer Cake,4011,2004,1
381681,Before Sunset,5117,2004,0
369339,Collateral,2544,2004,1
337563,13 Going on 30,3656,2004,3
319262,"Day After Tomorrow, The",75,2004,3
387564,Saw,807,2004,2
369672,A Love Song for Bobby Long,3314,2004,3
299172,Home on the Range,4438,2004,3
339072,Gladiatress,4083,2004,3
384504,Saving Face,2608,2004,3
300270,"Holy Girl, The",4828,2004,3
364725,Dodgeball: A True Underdog Story,5201,2004,3
383694,Vera Drake,2612,2004,3
290002,Meet the Fockers,5210,2004,3
378194,Kill Bill: Vol. 2,509,2004,3
378793,Speak,1220,2004,3
426955,Barbie as the Princess and the Pauper,6312,2004,3
388419,Christmas with the Kranks,5968,2004,3
459175,All the Ships at Sea,6739,2004,3
368658,Stage Beauty,7471,2004,2
403703,Yu-Gi-Oh!: The Movie,7206,2004,0
328400,A Separate Peace,7612,2004,0
297284,Mindhunters,7648,2004,1
338096,Dirty Dancing: Havana Nights,7668,2004,3
340012,Being Julia,5877,2004,3
396184,With Blood on My Hands: Pusher II,2995,2004,3
374900,Napoleon Dynamite,2323,2004,1
356721,I Heart Huckabees,916,2004,3
331632,Scooby Doo 2: Monsters Unleashed,3450,2004,3
350028,Raising Helen,3454,2004,3
350258,Ray,3130,2004,3
365135,Double Dare,1348,2004,3
403358,Nochnoy dozor (Night Watch),4249,2004,1
420251,Three... Extremes,2768,2004,3
293508,"Phantom of the Opera, The",2448,2004,2
407851,Hana and Alice,2452,2004,3
382761,Jennifer&#39;s Shadow,5392,2004,3
401233,Appleseed,1763,2004,3
409842,Corpses,5047,2004,3
370986,Mysterious Skin,2817,2004,1
371835,Ghost Cat,4328,2004,3
357413,Anchorman: The Legend of Ron Burgundy,352,2004,3
338348,"Polar Express, The",3971,2004,1
375679,Crash,3609,2004,3
279967,Mulan II,759,2004,3
334965,Bring It on Again,763,2004,3
362270,"Life Aquatic with Steve Zissou, The",4408,2004,2
337921,Cellular,2921,2004,3
289879,"Butterfly Effect, The",104,2004,2
296572,"Chronicles of Riddick, The",1539,2004,2
372183,"Bourne Supremacy, The",108,2004,2
1469259,Bratz the Video: Starrin&#39; &amp; Stylin&#39;,4453,2004,3
333766,Garden State,2266,2004,3
417349,North and South,1565,2004,3
338013,Eternal Sunshine of the Spotless Mind,133,2004,2
414852,Banlieue 13,868,2004,0
420332,Veer-Zaara,5976,2004,3
367110,Swades,5988,2004,3
364751,Without a Paddle,6008,2004,3
364961,"Assassination of Richard Nixon, The",7145,2004,1
431340,Puppet Master vs Demonic Toys,6070,2004,3
390450,Blessed,7234,2004,3
476680,Naruto the Movie: Ninja Clash in the Land of Snow,6907,2004,3
372334,House of D,7639,2004,1
369702,"Sea Inside, The",6923,2004,3
377752,Dear Frankie,5573,2004,3
362269,Kinsey,156,2004,3
349825,Miracle,1597,2004,1
367631,D.E.B.S.,551,2004,3
388789,Born Into Brothels: Calcutta&#39;s Red Light Kids,933,2004,3
366551,Harold and Kumar Go to White Castle,213,2004,3
361411,Bride and Prejudice,4571,2004,3
377084,Ladies in Lavender,966,2004,3
435224,Nemmeno il destino,4587,2004,1
372588,Team America: World Police,2386,2004,2
376541,Closer,2032,2004,3
382189,My Summer of Love,2041,2004,3
365748,Shaun of the Dead,1001,2004,3
368933,"Princess Diaries 2: Royal Engagement, The",1021,2004,3
346156,Sky Captain and the World of Tomorrow,682,2004,3
373074,Kung Fu Hustle,3554,2004,0
381707,White Chicks,4298,2004,3
439623,In Search of Santa,5038,2004,3
390384,Primer,1420,2004,1
359423,A Home at the End of The World,2501,2004,3
371246,Spanglish,746,2004,3
365125,A Dirty Shame,750,2004,3
407246,Duck Season,2514,2004,1
338751,"Aviator, The",3261,2004,1
415819,He Was Cool (Geunomeun meoshiteotda),4368,2004,3
343818,"I, Robot",37,2004,1
391198,"Grudge, The",3642,2004,3
308644,Finding Neverland,1871,2004,3
377062,Flight of the Phoenix,472,2004,0
364343,"Final Cut, The",2946,2004,2
378661,They Came Back,3705,2004,3
375063,Sideways,2249,2004,3
367479,After the Sunset,5550,2004,3
327247,"Whole Ten Yards, The",132,2004,1
368447,"Village, The",4842,2004,3
398165,"Longest Yard, The",6403,2005,1
380623,"Perfect Man, The",7529,2005,3
371606,Chicken Little,7193,2005,1
416315,Wolf Creek,7198,2005,3
399146,A History of Violence,5800,2005,3
756522,Little Einsteins,7266,2005,1
397065,House of Wax,6568,2005,2
434124,Kinky Boots,2293,2005,3
402894,Casanova,914,2005,3
471834,Nana,2369,2005,3
441041,Legion of the Dead,3843,2005,3
418763,Jarhead,250,2005,0
407265,Transamerica,262,2005,3
449092,Rings,4992,2005,1
351283,Madagascar,3149,2005,0
399295,Lord of War,2072,2005,2
426578,Sophie Scholl - Die letzten Tage,1044,2005,3
424205,Joyeux No&euml;l,330,2005,0
257516,Cursed,4676,2005,3
407304,War of the Worlds,1072,2005,3
421994,Imagine Me &amp;amp; You,719,2005,3
408790,Flightplan,2509,2005,3
489134,Last Order: Final Fantasy VII,4718,2005,0
379725,Capote,3991,2005,3
331933,Man of the House,378,2005,3
356910,Mr. &amp; Mrs. Smith,3619,2005,2
388500,Beauty Shop,3995,2005,3
395584,"Devil&#39;s Rejects, The",3628,2005,3
424136,Hard Candy,415,2005,3
372784,Batman Begins,40,2005,1
439478,Boynton Beach Club,4747,2005,3
120667,Fantastic Four,2541,2005,1
422015,Le couperet,4761,2005,3
375210,White Noise,4769,2005,1
371724,"Hitchhiker&#39;s Guide to the Galaxy, The",76,2005,1
405422,"40 Year Old Virgin, The",816,2005,3
434409,V for Vendetta,89,2005,3
412019,Broken Flowers,865,2005,3
403508,"Sisterhood of the Traveling Pants, The",1922,2005,3
357277,Elektra,6640,2005,3
438575,West Bank Story,7396,2005,1
411195,Breakfast on Pluto,6014,2005,2
443231,Rofuto,7184,2005,3
412922,Little Manhattan,6485,2005,3
432325,Die Hohle des gelben Hundes,6170,2005,3
468795,Linda Linda Linda,7248,2005,3
384286,Cry_Wolf,7625,2005,3
413573,Grey&#39;s Anatomy,7256,2005,0
406158,"Prize Winner of Defiance, Ohio, The",6212,2005,3
369735,Monster-in-Law,6575,2005,0
451966,"Violin, The",5886,2005,1
399201,"Island, The",517,2005,3
421054,Domino,2292,2005,3
422778,"Muppets&#39; Wizard of Oz, The",1587,2005,3
404032,"Exorcism of Emily Rose, The",4528,2005,3
393109,Brick,561,2005,1
342272,Dear Wendy,2687,2005,1
439817,"Sun, The",1644,2005,0
373469,Kiss Kiss Bang Bang,229,2005,1
418455,Adam&#39;s Apples,4961,2005,0
374536,Bewitched,4593,2005,3
401085,C.R.A.Z.Y.,5697,2005,3
367594,Charlie and the Chocolate Factory,2417,2005,3
419294,"Three Burials of Melquiades Estrada, The",4629,2005,3
240200,Water,685,2005,3
423382,Tjenare kungen,5030,2005,3
121164,Corpse Bride,1390,2005,3
446719,Isolation,3184,2005,1
474361,Sisters in Law,2458,2005,3
400497,Herbie Fully Loaded,328,2005,3
386140,"Legend of Zorro, The",1059,2005,1
360717,King Kong,706,2005,0
417658,Factotum,1422,2005,1
451094,Chinjeolhan geumjassi,735,2005,3
425357,"Pleasure Drivers, The",21,2005,3
395972,North Country,756,2005,3
435665,House of the Dead 2,3631,2005,3
427944,Thank You for Smoking,414,2005,1
377109,"Ring Two, The",3660,2005,3
380599,Oliver Twist,788,2005,1
401792,Sin City,67,2005,3
384573,Swimmers,5498,2005,3
357110,"Ballad of Jack and Rose, The",2568,2005,3
369053,Separate Lies,4783,2005,1
382077,Hide and Seek,461,2005,3
388482,Transporter 2,4795,2005,1
402399,"New World, The",1532,2005,3
372122,Adam &amp; Steve,4454,2005,3
443295,"Yours, Mine and Ours",3727,2005,3
342258,Danny the dog,1913,2005,1
441761,Free Zone,7075,2005,3
451829,Funky Forest: The First Contact,6414,2005,3
430105,Four Brothers,7539,2005,1
408961,Kids in America,4118,2005,3
338427,Shopgirl,2291,2005,2
372532,"Wedding Date, The",3767,2005,3
417001,Must Love Dogs,4150,2005,2
377107,Proof,3430,2005,3
402022,AEon Flux,1627,2005,3
473753,Angel-A,1275,2005,0
402158,L&#39;empire des loups,3046,2005,3
448120,Single White Female 2: The Psycho,4171,2005,3
352248,Cinderella Man,2351,2005,2
398712,Assault on Precinct 13,218,2005,3
388125,In Her Shoes,1656,2005,3
361089,Valiant,5302,2005,1
435623,Conversations with Other Women,604,2005,0
443536,Hoodwinked!,2739,2005,3
357507,Boogeyman,4968,2005,2
398375,Rumor Has It...,4229,2005,3
473105,Vampire Bats,4234,2005,3
294870,Rent,2412,2005,3
414387,Pride and Prejudice,4254,2005,3
478160,Into Great Silence,1018,2005,0
367089,"Squid and the Whale, The",1729,2005,2
428038,Sweet Land,5012,2005,3
455577,Turtles Are Surprisingly Fast Swimmers,5372,2005,3
421528,20 centimetros,4648,2005,3
349349,Die You Zombie Bastards!,5051,2005,1
415167,Mortuary,5059,2005,3
385307,Miss Congeniality 2: Armed &amp; Fabulous,1074,2005,3
432348,Saw II,1425,2005,3
418773,Junebug,364,2005,3
362165,Son of the Mask,4711,2005,1
492571,Bratz: Rock Angelz,4352,2005,3
369994,Strangers with Candy,2511,2005,3
445620,Paradise Now,4724,2005,1
406375,Zathura: A Space Adventure,5112,2005,0
424287,"Mostly Unfabulous Social Life of Ethan Green, The",1496,2005,3
320661,Kingdom of Heaven,1150,2005,0
423409,Tristram Shandy: A Cock and Bull Story,2559,2005,2
396652,Ice Princess,3677,2005,3
366627,"Jacket, The",1872,2005,2
393162,Coach Carter,2575,2005,3
420015,Nine Lives,2933,2005,3
444653,Keeping Mum,4798,2005,3
450278,Hostel,3698,2005,1
1016268,Enron: The Smartest Guys in the Room,2254,2005,1
423651,Fingersmith,2603,2005,3
478976,Bad Reputation,5547,2005,3
396269,Wedding Crashers,2270,2005,3
475169,13 Tzameti,7390,2005,1
456630,Rinne,6121,2005,3
395699,"Pacifier, The",6503,2005,3
386588,Hitch,4113,2005,2
410764,Tideland,2630,2005,3
421239,Red Eye,2290,2005,3
421229,Mrs Palfrey at The Claremont,1951,2005,3
358273,Walk the Line,168,2005,3
408306,Munich,4518,2005,1
457489,Star Wars: Revelations,5252,2005,3
330373,Harry Potter and the Goblet of Fire,2334,2005,1
379786,Serenity,204,2005,3
385700,Final Fantasy VII: Advent Children,3053,2005,3
417385,Twelve and Holding,4178,2005,3
387131,"Constant Gardener, The",1642,2005,3
478988,"Call of Cthulhu, The",2024,2005,0
383222,BloodRayne,4218,2005,3
388795,Brokeback Mountain,2037,2005,2
382992,Stealth,4233,2005,1
361693,Happy Endings,2398,2005,3
121766,Star Wars: Episode III - Revenge of the Sith,674,2005,1
422272,Fr&aacute;giles (Fragile),5747,2005,3
348333,Waiting...,1753,2005,3
425123,Just Like Heaven,1396,2005,3
466405,Gekijoban XXXHolic Manatsu no yoru no yume,5395,2005,3
456912,A Bittersweet Life (Dalkomhan insaeng),1761,2005,2
415679,Boy Eats Girl,5046,2005,2
384806,"Amityville Horror, The",4688,2005,3
415833,Hate Crime,4339,2005,2
397535,Memoirs of a Geisha,3237,2005,3
410097,Hustle &amp; Flow,3246,2005,3
435625,"Descent, The",379,2005,3
355702,Lords of Dogtown,5103,2005,2
369441,Fun with Dick and Jane,2518,2005,3
448179,Wild Things: Diamonds in the Rough,23,2005,3
421238,"Proposition, The",5455,2005,1
405325,Sky High,1819,2005,3
382628,Dark Water,2522,2005,3
366780,MirrorMask,3266,2005,3
451957,Urban Legends: Bloody Mary,5463,2005,3
363771,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",1470,2005,3
433383,"Good Night, and Good Luck.",420,2005,1
432291,"Fog, The",4386,2005,3
419706,Doom,1149,2005,1
450982,Barbie: Fairytopia,4039,2005,3
480345,Barbie and the Magic of Pegasus,5166,2005,3
415978,Me and You and Everyone We Know,2233,2005,3
360486,Constantine,3697,2005,1
397101,"Skeleton Key, The",825,2005,3
358082,Robots,99,2005,1
368222,Romance &amp; Cigarettes,5524,2005,3
420509,"Aura, The",5178,2005,1
416320,Match Point,4077,2005,3
424774,"Adventures of Sharkboy and Lavagirl 3-D, The",1907,2005,1
419773,Gespenster,4834,2005,3
757061,&quot;Masters of Horror&quot; Imprint,7044,2006,0
817401,&quot;Masters of Horror&quot; The V Word,7085,2006,0
489270,Saw III,6450,2006,3
477072,"Prince &amp; Me II: The Royal Wedding, The",7550,2006,3
768132,Monmon the Water Spider,7567,2006,0
494199,5ive Girls,6137,2006,3
430164,Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,7293,2006,3
460897,Peliculas para no dormir: Regreso a Moira,7309,2006,1
907657,Once,530,2006,2
417614,Dreamland,2297,2006,3
317219,Cars,1946,2006,1
447854,Bambi II,1596,2006,1
405508,Rang De Basanti,3769,2006,3
383574,Pirates of the Caribbean: Dead Man&#39;s Chest,167,2006,2
472160,Penelope,171,2006,3
765458,Hogfather,3785,2006,3
424095,Flushed Away,3812,2006,0
409182,Poseidon,4918,2006,2
476013,"Hello Sister, Goodbye Life",5288,2006,3
446046,Take the Lead,3460,2006,3
1273816,"University of Illinois vs. a Mummy, The",3830,2006,3
284363,I Served the King of England,224,2006,1
450506,Suburban Mayhem,3834,2006,3
482571,"Prestige, The",2036,2006,1
452637,Lady in the Water,4227,2006,2
465925,Brother Bear 2,4236,2006,3
439815,Slither,1702,2006,3
473514,Mulberry Street,1719,2006,1
479884,Crank,289,2006,0
450259,Blood Diamond,4626,2006,1
454848,Inside Man,2089,2006,3
457572,Fido,4293,2006,2
376994,X-Men: The Last Stand,317,2006,3
770739,Dead &amp; Deader,5049,2006,1
433412,Material Girls,3199,2006,3
466665,"Architect, The",2117,2006,3
407887,"Departed, The",1415,2006,1
454776,Amazing Grace,736,2006,1
441909,Volver,366,2006,3
416496,Bandidas,370,2006,3
387808,Idiocracy,10,2006,1
420087,A Prairie Home Companion,2525,2006,3
354899,"Science of Sleep, The",2898,2006,3
385880,Monster House,3661,2006,3
323120,Loving Annabelle,4398,2006,3
384537,Silent Hill,793,2006,3
364955,Art School Confidential,1152,2006,3
427969,Hollywoodland,5511,2006,2
808506,Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),1878,2006,3
489007,Cow Belles,5519,2006,3
429591,Aquamarine,3335,2006,3
417148,Snakes on a Plane,1894,2006,3
482546,Miss Potter,1898,2006,3
464061,I&#39;m Reed Fish,2260,2006,2
859594,Barbie in the 12 Dancing Princesses,5549,2006,3
439289,Running with Scissors,1910,2006,3
463034,"You, Me and Dupree",1558,2006,1
414853,Barnyard,7366,2006,3
643106,&quot;Masters of Horror&quot; Haeckel&#39;s Tale,7039,2006,0
475944,"Covenant, The",6352,2006,3
454841,"Hills Have Eyes, The",7088,2006,3
833098,&quot;Masters of Horror&quot; The Screwfly Solution,7096,2006,3
817400,&quot;Masters of Horror&quot; Sounds Like,7103,2006,0
464029,Grbavica,6038,2006,3
877368,Tales from the Grudge,6445,2006,3
443431,Another Gay Movie,6526,2006,3
443489,Dreamgirls,5815,2006,3
366548,Happy Feet,7637,2006,3
456554,Grandma&#39;s Boy,5840,2006,3
404203,Little Children,521,2006,3
414993,"Fountain, The",1937,2006,3
471030,Red Road,3760,2006,3
464049,"History Boys, The",3005,2006,1
443543,"Illusionist, The",893,2006,0
804513,Rainbow Song,3014,2006,3
461612,Warau Mikaeru,3018,2006,3
429589,"Ant Bully, The",3784,2006,2
452594,"Break Up, The",4892,2006,1
462485,Poultrygeist: Night of the Chicken Dead,5262,2006,1
460829,Inland Empire,921,2006,3
454921,"Pursuit of Happyness, The",198,2006,0
343737,"Good Shepherd, The",2340,2006,0
473444,Curse of the Golden Flower,3051,2006,2
809407,A fost sau n-a fost?,5287,2006,1
457939,"Holiday, The",215,2006,3
831888,Tekkon kinkurito,2002,2006,0
405296,A Scanner Darkly,2360,2006,1
445935,Bordertown,4939,2006,3
430634,Stick It,1665,2006,3
457510,Nacho Libre,2026,2006,0
435706,Nina&#39;s Heavenly Delights,976,2006,3
876294,"Zombie Diaries, The",3127,2006,3
487503,"Page Turner, The",2405,2006,3
460732,Caffeine,650,2006,3
443455,Brand Upon The Brain!,284,2006,3
446755,"Painted Veil, The",4625,2006,3
348150,Superman Returns,4288,2006,1
497137,"I&#39;m a Cyborg, But That&#39;s OK",2802,2006,3
818940,Love &amp; Suicide,3193,2006,3
448124,Snow cake,4312,2006,3
824316,Dor,3959,2006,3
444628,Fay Grim,4690,2006,3
367027,Shortbus,1442,2006,3
370032,Ultraviolet,2532,2006,1
435680,Kidulthood,1481,2006,3
425210,Lucky Number Slevin,1138,2006,1
460721,"Big Bad Swim, The",1489,2006,3
768116,Hula Girls,2199,2006,3
449010,Eragon,1147,2006,1
460740,Cashback,4401,2006,3
383060,Zoom,1853,2006,3
479647,"Bon Cop, Bad Cop",2572,2006,1
454082,Black Christmas,1873,2006,3
375785,Gray Matters,1523,2006,3
498380,Letters from Iwo Jima,2580,2006,1
383216,"Pink Panther, The",5552,2006,1
477139,Wristcutters: A Love Story,2616,2006,1
772154,Apart From That,2980,2006,3
643110,&quot;Masters of Horror&quot; Pick Me Up,7038,2006,2
785532,&quot;Masters of Horror&quot; Pro-Life,7114,2006,3
486551,Beerfest,6401,2006,3
486731,U,6456,2006,3
462590,Step Up,7596,2006,3
489682,Conversations with God,7624,2006,1
493093,Hannah Montana,7264,2006,1
384793,Accepted,6194,2006,1
455612,Madea&#39;s Family Reunion,6574,2006,0
477311,Peliculas para no dormir: Para entrar a vivir,7299,2006,3
449144,Peliculas para no dormir: La culpa,7303,2006,3
795338,"Barbie Diaries, The",5868,2006,3
461826,Peliculas para no dormir: Adivina quien soy,7315,2006,3
876154,To Have and to Hold,4848,2006,3
441774,Lonely Hearts,5585,2006,3
424880,Candy,5233,2006,3
475293,High School Musical,5249,2006,3
416449,300,1271,2006,0
483726,Man of the Year,920,2006,1
473488,A Guide to Recognizing Your Saints,2339,2006,1
859765,Still Life (Sanxia haoren),934,2006,2
401711,Paris je t&#39;aime,3054,2006,3
408985,Last Holiday,938,2006,3
468489,Half Nelson,2359,2006,3
478724,I Do,3080,2006,3
472043,Apocalypto,5306,2006,3
468492,"Host, The",3849,2006,3
452624,"Good German, The",5675,2006,1
483022,Kamome Diner,5704,2006,3
499537,Offside,653,2006,3
389860,Click,5358,2006,3
479917,For the Love of a Child,1022,2006,3
457275,Altered,5016,2006,0
493459,This Film Is Not Yet Rated,3168,2006,3
455857,When a Stranger Calls,4665,2006,3
206634,Children of Men,332,2006,3
455967,John Tucker Must Die,3571,2006,2
790781,Wendy Wu: Homecoming Warrior,4694,2006,3
455596,"Librarian: Return to King Solomon&#39;s Mines, The",5424,2006,1
460989,"Wind That Shakes the Barley, The",725,2006,1
465551,Notes on a Scandal,2498,2006,3
470705,Bug,5088,2006,3
477095,Starter for 10,372,2006,2
460792,Fast Food Nation,1449,2006,3
344854,Arthur and the Invisibles,4729,2006,0
460791,"Fall, The",2527,2006,3
433386,"Grudge 2, The",3643,2006,3
457430,El laberinto del fauno (Pan's Labyrinth),421,2006,3
489010,A Crime,2900,2006,1
405094,Das Leben Der Anderen,791,2006,0
934427,Liu hao chukou (Exit No. 6),1505,2006,3
851578,Paprika,1864,2006,3
412798,Half Light,4424,2006,3
758794,We Are Marshall,2579,2006,1
778631,Brave Story,4802,2006,1
389557,Zwartboek,830,2006,3
396171,Perfume: The Story of a Murderer,1888,2006,3
490166,London To Brighton,4819,2006,3
454931,Requiem,2615,2006,3
827517,Reprise,5213,2006,1
449467,Babel,5925,2006,3
782399,&quot;Masters of Horror&quot; Family,7070,2006,2
779496,&quot;Masters of Horror&quot; Pelts,7090,2006,1
805420,&quot;Masters of Horror&quot; Valerie on the Stairs,7117,2006,3
405676,All The King&#39;s Men,6762,2006,1
476298,Madeinusa,6869,2006,3
480025,This is England,6151,2006,3
494271,"Unknown Woman, The",6168,2006,3
1105263,Bleach: Memories of Nobody,6903,2006,3
499455,Day Night Day Night,5834,2006,3
362120,Scary Movie 4,7679,2006,3
405336,Southland Tales,1927,2006,3
458352,"Devil Wears Prada, The",144,2006,3
438097,Ice Age: The Meltdown,1581,2006,1
410297,"Lake House, The",4856,2006,3
491738,Psych,4500,2006,3
387877,Black Dahlia,4130,2006,1
807840,Elephants Dream,5248,2006,0
832958,On the Trail of Igor Rizzi,1605,2006,0
317919,Mission: Impossible III,5606,2006,1
470765,For Your Consideration,1615,2006,3
400717,Open Season,3786,2006,1
